id,target_grammar_id,target_usage_index,type,question,options,correct_index,explanation
GT_N1_086_02,N1_086,0,CHOICE,私[わたし]______、こんなつまらないミスをするとは情[なさ]けない。,"[""としたら"", ""としたことが"", ""としたところで"", ""とすれば""]",1,"文意：我居然犯了这么愚蠢的错误，真是不好意思。
考点：「名（人）＋としたことが」用于评价前项的人物做出了与其身份或平时水平不符的行为。"
GT_N1_086_03,N1_086,0,CHOICE,クラスでいつも一位をとる彼[かれ]______、志[し]願[がん]大[だい]学[がく]に落[お]ちたとは信じられない。,"[""としたことが"", ""としたところで"", ""としたら"", ""とすれば""]",0,"文意：在班上总是考第一名的他居然没考上报考的大学，真不敢相信。
考点：「～としたことが」引出与平时表现相反的意外结果。"
GT_N1_086_04,N1_086,0,CHOICE,プロの料[りょう]理[り]人[にん]______、塩[しお]加[か]減[げん]を間[ま]違[ちが]えるなんて信じられない。,"[""としたら"", ""としたことが"", ""としたところで"", ""とすれば""]",1,"文意：作为职业厨师，居然会弄错盐的分量，真不敢相信。
考点：「名＋としたことが」表示「作为...却...」。"
GT_N1_086_05,N1_086,0,CHOICE,あんなベテランの彼[かれ]______、タイミングを逃[のが]すとは意外だ。,"[""としたことが"", ""としたところで"", ""としたら"", ""とすれば""]",0,"文意：像他那样的老手居然会错过时机，真是意外。
考点：「～としたことが」用于强调这种错误是不该发生的。"
GT_N1_087_01,N1_087,0,CHOICE,いくら少[しょう]人[にん]数[ずう]______、パーティーをするにはこの部[へ]屋[や]は狭[せま]すぎる。,"[""としたって"", ""とされるなら"", ""としたものの"", ""とすればこそ""]",0,"文意：即使人数再少，要开派对的话，这个房间也太小了。
考点：「名＋としたって」表示让步转折，「即使...也...」。"
GT_N1_087_02,N1_087,0,CHOICE,社[しゃ]長[ちょう]______、今[こん]回[かい]の改[かい]革[かく]案[あん]に疑[ぎ]問[もん]を抱[いだ]いているらしい。,"[""といったって"", ""にしたところで"", ""とすれば"", ""とあっては""]",1,"文意：好像就连社长也对这次改革方案持怀疑态度。
考点：「名＋にしたところで」表示就连前项那样的人也不例外，带有让步语气。"
GT_N1_087_03,N1_087,0,CHOICE,気にい入った物[ぶっ]件[けん]が見つかった______、買[か]うだけの頭[あたま]金[きん]が足[た]りない。,"[""としたところで"", ""としたものの"", ""とあっては"", ""とはいえ""]",0,"文意：就算找到了中意的房子，也不够付首付。
考点：「動た形＋としたところで」表示即使假设前提成立，结果也不会改变。"
GT_N1_087_04,N1_087,0,CHOICE,今[いま]さら謝[あやま]られた______、許[ゆる]す気[き]にはなれない。,"[""にしたって"", ""とあっては"", ""とすればこそ"", ""とはいえ""]",0,"文意：就算现在来道歉，我也没法原谅。
考点：「動た形＋にしたって」是「にしたところで」的口语形式，表示让步。"
GT_N1_087_05,N1_087,0,CHOICE,いくら安[やす]い______、不[ふ]要[よう]なものは買[か]いたくない。,"[""としたところで"", ""といわんばかりに"", ""といってもいい"", ""とするまでもない""]",0,"文意：即使再怎么便宜，我也不想买不需要的东西。
考点：「イ形＋としたところで」引导让步假设。"
GT_N1_088_01,N1_088,0,CHOICE,今[こん]回[かい]の期[き]末[まつ]試[し]験[けん]では、一[ひと]人[り]______満[まん]点[てん]をとる生[せい]徒[と]はいなかった。,"[""として"", ""といって"", ""ばかりで"", ""といっても""]",0,"文意：这次期末考试没有人考满分。
考点：「数量词（通常为1）＋として～ない」表示全面否定，即「连一个（人/物等）都没有」。"
GT_N1_088_02,N1_088,0,CHOICE,一[いっ]着[ちゃく]______私[わたし]に似[にあ]いそうな服[ふく]は見[み]当[あ]たらなかった。,"[""といって"", ""として"", ""ばかりで"", ""といっても""]",1,"文意：没有找到一套适合自己的衣服。
考点：「一着として～ない」表示完全没有满足条件的个体。"
GT_N1_088_03,N1_088,0,CHOICE,あの事[じ]件[けん]が起きて以来、一[いち]日[にち]______心[こころ]の休[やす]まる日はない。,"[""として"", ""といって"", ""ばかりに"", ""というのに""]",0,"文意：自从发生了那件事，就没有过一天安宁的日子。
考点：「一日として～ない」强调天数的完全否定。"
GT_N1_088_04,N1_088,0,CHOICE,誰[だれ]一[ひと]人[り]______その真[しん]実[じつ]を知[し]る者[もの]はいない。,"[""といって"", ""として"", ""ばかりで"", ""といっても""]",1,"文意：没有一个人知道那个真相。
考点：「一人として～ない」是固定强调全面否定的用法。"
GT_N1_088_05,N1_088,0,CHOICE,その計[けい]画[かく]は何[なに]一つ______うまいかなかった。,"[""として"", ""といって"", ""ばかりで"", ""というのに""]",0,"文意：那个计划没有一项是进展顺利的。
考点：「何一つとして...ない」常用于表达完全失败或无一幸免。"
GT_N1_089_01,N1_089,0,CHOICE,常に冷[れい]静[せい]な彼[かれ]______やはり人[にん]間[げん]だから、感[かん]情[じょう]的[てき]になってしまうこともある。,"[""とて"", ""といい"", ""とあって"", ""としたら""]",0,"文意：尽管他平时很冷静，但终究也是人，也有情绪化的时候吧。
考点：「名（人名）＋とて」表示「即使是...也（不例外/会有同样反应）」，是一种生硬的让步表达。"
GT_N1_089_02,N1_089,0,CHOICE,開発[かいはつ]者[しゃ]たち______すべての機[き]能[のう]が必要とは思わないのではないか。,"[""といい"", ""とて"", ""とあって"", ""としたら""]",1,"文意：就算是研发者，未必也会认为所有功能都有必要吧。
考点：「人＋とて」用于强调即便是该领域的代表人物也不例外。"
GT_N1_089_03,N1_089,0,CHOICE,私[わたし]______試[し]合[あい]に負[ま]けたことに悔[くや]しい。,"[""とて"", ""といい"", ""とあって"", ""として""]",0,"文意：输掉了比赛，我也很懊恼。
考点：「私とて」表示「连我也...」，用于表达同样的心情或立场。"
GT_N1_089_04,N1_089,0,CHOICE,どんな優[ゆう]秀[しゅう]な学[がく]生[せい]______、この問[もん]題[だい]を解[と]くのは難[むずか]しいだろう。,"[""といい"", ""とて"", ""とあって"", ""として""]",1,"文意：哪怕是再优秀的大学生，要解决这个问题也很难吧。
考点：「人＋とて」表示「就算是...也...」。"
GT_N1_089_05,N1_089,0,CHOICE,プロの選[せん]手[しゅ]______、緊張する場[ば]面[めん]はあるものだ。,"[""とて"", ""といい"", ""とあって"", ""として""]",0,"文意：就算是职业选手，也是会有紧张的时候的。
考点：「～とて」用于表达「即便是...也不例外」。"
GT_N1_089_06,N1_089,1,CHOICE,たとえ病[びょう]気[き][だ]______試[し]合[あい]に欠[けっ]席[せき]してはいけない。,"[""とて"", ""とはいえ"", ""とされれば"", ""とするなら""]",0,"文意：就算生病了也不能缺席比赛。
考点：「名＋だ＋とて」用于假定条件的逆接，「即便...也...」。"
GT_N1_089_07,N1_089,1,CHOICE,いくら頼[たの]んだ______、できないことはできない。,"[""としても"", ""とて"", ""というより"", ""ときたら""]",1,"文意：再怎么拜托，不能做的事情就是不能做。
考点：「動た形＋とて」常与「いくら」连用，表示让步。"
GT_N1_089_08,N1_089,1,CHOICE,どんなに後[こう]悔[かい]した______、過[す]ぎたことは今[いま]さらどうしようもない。,"[""とて"", ""とはいえ"", ""としたら"", ""とするまでもなく""]",0,"文意：就算再怎么后悔，对于已经过去的事情也没有办法。
考点：「動た形＋とて」用于表达无论前项程度多深，后项事实无法改变。"
GT_N1_089_09,N1_089,1,CHOICE,親[おや]に反[はん]対[たい]された______、僕[ぼく]の意[い]志[し]は変わらない。,"[""とすれば"", ""とて"", ""というのに"", ""とあっても""]",1,"文意：即使被父母反对，我的意志也不会改变。
考点：「～とて」用于书面语的让步表达。"
GT_N1_089_10,N1_089,1,CHOICE,不[ふ]運[うん]な境[きょう]遇[ぐう]だ______、自[じ]暴[ぼう]自[じ]棄[き]になってはいけない。,"[""とて"", ""とはいえ"", ""とありながら"", ""とありては""]",0,"文意：即使遭遇不幸，也不应该自暴自弃。
考点：「名＋だ＋とて」引导让步条件。"
GT_N1_090_01,N1_090,0,CHOICE,ブブラウス1枚[まい]選[えら]ぶだけのことなのに4時[じ]間[かん]もかかる______、全[まった]くあきれてしまった。,"[""とは"", ""といえば"", ""というなら"", ""とばかりに""]",0,"文意：光选一件罩衫居然要花费四个小时，真是无语了。
考点：「動辞書形＋とは」表示惊讶、意外的语气，「居然...」。"
GT_N1_090_02,N1_090,0,CHOICE,普[ふ]段[だん]はおとなしい彼[かれ]があんなに怒[おこ]る______、よほどひどいことを言[い]われたのだろう。,"[""とは"", ""というのに"", ""といえども"", ""とあれば""]",0,"文意：平时性格温和的他居然发那么大的脾气，想必对方说了很过分的话吧。
考点：「動辞書形＋とは」表示对出乎意料事实的感叹。"
GT_N1_090_03,N1_090,0,CHOICE,自分がかかわることになろう______想像すらしていなかった。,"[""とは"", ""というより"", ""といって"", ""としたら""]",0,"文意：从没想过自己居然会参与到这件事中来。
考点：「～（意志形）＋う＋とは」用于表达完全没料到的感触。"
GT_N1_090_04,N1_090,0,CHOICE,20歳[さい]にもなって、そんな簡[かん]単[たん]なこともできない______。,"[""なんて"", ""というなら"", ""といおうか"", ""といわず""]",0,"文意：都20岁了连这么简单的事情都不会做，真是的。
考点：「なんて」是「とは」的口语形式，表示惊讶或感叹。"
GT_N1_090_05,N1_090,0,CHOICE,彼[かれ]が犯[はん]人[にん]だった______、誰もが信じられなかった。,"[""とは"", ""といえば"", ""といって"", ""というより""]",0,"文意：他居然是犯人，谁都不敢相信。
考点：「名＋だった＋とは」用于接续过去式的事实，表达极度的意外。"
GT_N1_091_01,N1_091,0,CHOICE,大学時代はフランス文学専攻だった。______、フランス語はほとんどしゃべれない。,"[""とはいうものの"", ""というより"", ""といったものの"", ""ということ""]",0,"文意：大学时代虽然学的是法国文学，但是基本不会讲法语。
考点：「～とはいうものの」表示让步转折，「虽说...但是...」。"
GT_N1_091_02,N1_091,0,CHOICE,人は過去に戻れない。______、昔のことを思い出すとつい懐かしくなってしまう。,"[""とはいうものの"", ""というと"", ""といえば"", ""といっても""]",0,"文意：人没法回到过去，虽说如此，但是一想起过去的事情就会觉得很怀念。
考点：「～とはいうものの」表示对前项事实的某种程度上的否定或转折。"
GT_N1_091_03,N1_091,0,CHOICE,男女平等の世の中______、職場においてはまだ差別が残っている。,"[""とは言い条"", ""というのに"", ""といっても"", ""とあって""]",0,"文意：虽说是男女平等的社会，但是在职场中仍然存在歧视。
考点：「名＋とは言い条」是「とはいうものの」的硬语表达。"
GT_N1_091_04,N1_091,0,CHOICE,景気は回復している______、庶民の生活は依然として厳しい。,"[""とはいうものの"", ""とあっては"", ""とするまでもなく"", ""とあれば""]",0,"文意：虽然说景气正在恢复，但平民百姓的生活依然严峻。
考点：「～とはいうものの」表示承认前项，转折到后项事实。"
GT_N1_091_05,N1_091,0,CHOICE,手術は成功した______、まだ油断はできない状態だ。,"[""とはいうものの"", ""といえば"", ""というと"", ""というより""]",0,"文意：虽说手术成功了，但目前还是不能掉以轻心的状态。
考点：「～とはいうものの」接在动词普通形后，引导转折。"
GT_N1_092_01,N1_092,0,CHOICE,土地の値段が下がった______、都心の住宅は簡単に買えるものではない。,"[""とはいえ"", ""として"", ""につれて"", ""ばかりに""]",0,"文意：虽说土地的价格有所下调，但是要在市中心买房不是那么简单的事情。
考点：「～とはいえ」肯定前项事实，引出与之不符的后果。"
GT_N1_092_02,N1_092,0,CHOICE,祖母は足が不自由になってしまった。______、全く歩けないということではない。,"[""とはいえ"", ""というなか"", ""とあれば"", ""とあって""]",0,"文意：祖母脚变得不方便了。虽说如此，也并不是完全不能走。
考点：「とはいえ」常用于肯定前项事实后进行局部否定或修正。"
GT_N1_092_03,N1_092,0,CHOICE,仕事が山のようにあって、日曜日______、出社しなければならない。,"[""とはいえ"", ""として"", ""というなら"", ""とあれば""]",0,"文意：工作堆积如山，就算是周末也不得不去公司加班。
考点：「名＋とはいえ」表示让步转折，「原本虽然该休息，但是...」。"
GT_N1_092_04,N1_092,0,CHOICE,春になった______、まだまだ寒い日が続いている。,"[""とはいえ"", ""といって"", ""というと"", ""といえば""]",0,"文意：虽然已经到了春天，但还是很冷。
考点：「～とはいえ」表示实际情况与名义上的情况、普遍预期不符。"
GT_N1_092_05,N1_092,0,CHOICE,プロの選手______、失敗することもある。,"[""とはいえ"", ""とて"", ""といって"", ""といわず""]",0,"文意：虽说是职业选手，也有出错的时候。
考点：「名＋とはいえ」表示「虽说是...但是...」。注意与「とて」的区别，「とはいえ」应用范围更广。"
GT_N1_093_01,N1_093,0,CHOICE,天まで届け______、声をかぎりに歌った。,"[""とばかりに"", ""としたところで"", ""とあっては"", ""としかならず""]",0,"文意：仿佛是要让自己的歌声直冲云霄似的，她开始引吭高歌。
考点：「動命令形＋とばかりに」形容由于某种强烈的心理而产生的动作神态。"
GT_N1_093_02,N1_093,0,CHOICE,山田さんは、意見を求められると、待っていました______自分の説を展開し始めた。,"[""とばかりに"", ""といわんばかりに"", ""とあって"", ""とあれば""]",0,"文意：询问山田意见的时候，他仿佛已经等了很久似的，迫不及待地开始陈述自己的观点。
考点：「～とばかりに」描述对方通过动作神态表现出想说某话的意思。"
GT_N1_093_03,N1_093,0,CHOICE,彼は「出て行け」______、ドアを開けた。,"[""とばかりに"", ""とあれば"", ""とあっては"", ""というか""]",0,"文意：他好像在说“给我出去”似的，把门打开了。
考点：「引用短句＋とばかりに」表示非语言的、神态上的示意。"
GT_N1_093_04,N1_093,0,CHOICE,赤ん坊は、お腹が空いた______大声で泣き出した。,"[""とばかりに"", ""といっても"", ""といわず"", ""とあって""]",0,"文意：婴儿大声哭了起来，简直就像是在喊肚子饿似的。
考点：「～とばかりに」描述那种呼之欲出的情态。"
GT_N1_093_05,N1_093,0,CHOICE,彼女は「もうたくさんだ」______、部屋を飛び出して行った。,"[""とばかりに"", ""といわんばかりに"", ""というところを"", ""がゆえに""]",0,"文意：她仿佛在说“我已经受够了”似的，冲出了房间。
考点：「～とばかりに」用于生动地描写某种情态。注意题目中引用了短句。"
GT_N1_094_01,N1_094,0,CHOICE,毎日______、週に2、3回は掃除をしようと思う。,"[""とまではいかないが"", ""とばかりにいかないが"", ""というとまでいかないが"", ""といったらいかないが""]",0,"文意：即使做不到每天打扫，但是每周至少要打扫两三次。
考点：「名＋とまではいかないが」表示虽达不到最高程度，但退而求其次满足较低层级。"
GT_N1_094_02,N1_094,0,CHOICE,絶対______、成功する確率は高いと思う。,"[""とまではいかないとしても"", ""とあってはならないとしても"", ""とは限らないとしても"", ""といえばならないとしても""]",0,"文意：即使没有绝对成功的把握，但是机会还是很大的。
考点：「～とまではいかないとしても」表示让步，哪怕达不到极致状态。"
GT_N1_094_03,N1_094,0,CHOICE,快適な生活______、なんとか生きていける。,"[""とまではいかないが"", ""というほどでもないが"", ""としてならないが"", ""というわけではないが""]",0,"文意：虽然还不能说生活有多舒适，但好歹能过下去。
考点：「名＋とまではいかないが」对比两个不同层级的状态。"
GT_N1_094_04,N1_094,0,CHOICE,プロ並[な]み______、彼はかなり料理が上手だ。,"[""とまではいかないが"", ""といわざるをえないが"", ""というにもおよばないが"", ""とは言いかねるが""]",0,"文意：虽然还达不到专业水准，但他的厨艺确实相当了得。
考点：「名＋とまではいかないが」用于评价事物的程度。"
GT_N1_094_05,N1_094,0,CHOICE,完璧______、前のバージョンより使いやすくなった。,"[""とまではいかないが"", ""というかといって"", ""といってならないが"", ""とするべきだが""]",0,"文意：虽不敢说完美无缺，但确实比之前的版本好用了。
考点：「名＋とまではいかないが」用于有限的肯定。"
GT_N1_095_01,N1_095,0,CHOICE,君自身の問題だから、「やめてしまえ」______、いまいちど考え直してみたらどうだろうか。,"[""とまでは言わないが"", ""といわざるをえないが"", ""と言うに及ばないが"", ""と言い切れないが""]",0,"文意：这是你自己的问题，即使不说让你现在就停手，但至少应该再考虑一下吧。
考点：「引用短句＋とまでは言わないが」表示「虽然不要求/不打算说...但也至少应该...」。"
GT_N1_095_02,N1_095,0,CHOICE,10％______、もう少し負けてくれませんか。,"[""とまでは言わないが"", ""というわけではないが"", ""としてならないが"", ""というほどのことはないが""]",0,"文意：不敢要求您降价10％，但是能不能再便宜一点呢。
考点：「数量词＋とまでは言わないが」表示降低要求。注意题目中有「負ける」（降价）。"
GT_N1_095_03,N1_095,0,CHOICE,全部一人で解決しろ______、できる限りの努力をしてもらいたい。,"[""とまでは言わないが"", ""といってもいいだろうが"", ""というわけにもいかないが"", ""とされるべきだろうが""]",0,"文意：虽然不要求你一个人解决所有问题，但是希望你能做出最大的努力。
考点：「～とまでは言わないが」表示「虽然不极致地要求...」。"
GT_N1_095_04,N1_095,0,CHOICE,絶対やるな______、できるだけ控えてほしい。,"[""とまでは言わないが"", ""といったことではないが"", ""としてしまうまでもないが"", ""という話ではないが""]",0,"文意：虽说不至于让你绝对别做，但还是希望你尽可能克制一下。
考点：「～とまでは言わないが」用于表达委婉的、降低一级的要求。"
GT_N1_095_05,N1_095,0,CHOICE,謝[あや]まれ______、何らかの説[せつ]明[めい]はすべきだと思う。,"[""とまでは言わないとしても"", ""と言わんばかりだとしても"", ""というかというとしても"", ""というほどのことではないとしても""]",0,"文意：即使不强制你道歉，但也该做一番解释吧。
考点：「～とまでは言わないとしても」表示假设的让步，「即便不说...但至少...」。"
GT_N1_096_01,N1_096,0,CHOICE,大学[だいがく]の学长[がくちょう]______、贿[わい]赂[ろ]を受け取るなんて、驚[おどろ]いた。,"[""ともあろうものが"", ""といったところで"", ""とあって"", ""としてならないが""]",0,"文意：作为一所大学的校长，却收受贿赂，让人惊讶。
考点：「名＋ともあろうものが」表示由于其身份、地位，而不该做出某事的惊讶或批判。"
GT_N1_096_02,N1_096,0,CHOICE,警察官[けいさつかん]______、強[ごう]盗[とう]を働くとは信じられない。,"[""とあっては"", ""ともあろうものが"", ""とすれば"", ""といっても""]",1,"文意：身为警察竟然去抢劫，真是不敢相信。
考点：「～ともあろうものが」前接表示职业、身份的名词，后项接与其身份不符的负面评价。"
GT_N1_096_03,N1_096,0,CHOICE,国[こく]会[かい]議[ぎ]員[いん]______、平[へい]気[き]で脱[だつ]税[ぜい]行為を行うなんて断[ことわ]じて許[ゆる]されない。,"[""ともあろうものが"", ""としたところで"", ""とあって"", ""といったものの""]",0,"文意：身为国会议员竟然若无其事地偷税漏税，绝不能原谅。
考点：「～ともあろうものが」强调该身份的人本应具备更高的道德准则。"
GT_N1_096_04,N1_096,0,CHOICE,一[いっ]流[りゅう]の作[さっ]家[か]______、こんな差別的な発言をすべきではない。,"[""といったって"", ""ともあろうものが"", ""とあれば"", ""としてならない""]",1,"文意：作为一流作家，不该发表这种歧视性的言论。
考点：「名+ともあろうものが」表示具有高地位或名誉的人做出了不恰当的行为。"
GT_N1_096_05,N1_096,0,CHOICE,教[きょう]師[し]______、言[こと]葉[ば]遣[づか]いに気を付けるべきだ。,"[""ともあろうものが"", ""とあれば"", ""とあっては"", ""といったところで""]",0,"文意：身为教师，竟然不注意措辞（指某种具体情境下的失言）。
考点：「～ともあろうものが」暗示对方没能表现出应有的职业素养。"
GT_N1_097_01,N1_097,0,CHOICE,電[でん]車[しゃ]の窓[まど]から外[そと]を見[み]る______見ていたら、高校時代の同級生の姿が目に入った。,"[""ともなく"", ""というより"", ""とばかりに"", ""というところを""]",0,"文意：无意中看窗外的时候，突然看到了高中时代老同学的身影。
考点：「動辞書形＋ともなく＋同動詞た形」表示由于漫不经心地做某事，而发现了新情况。"
GT_N1_097_02,N1_097,0,CHOICE,母[はは]は、ぼんやり、テレビを見[み]る______見ていた。,"[""というより"", ""ともなしに"", ""とばかりに"", ""というところを""]",1,"文意：母亲漫不经心地看着电视。
考点：「～ともなしに」是「～ともなく」的近义词，表示无意识、不带明确目的地在进行某动作。"
GT_N1_097_03,N1_097,0,CHOICE,喫[きっ]茶[さ]店[てん]で、となりの席の話を聞く______聞いていたら、驚くべき実態がわかってきた。,"[""ともなく"", ""というより"", ""とばかりに"", ""といったところを""]",0,"文意：在咖啡厅无意间偷听到邻座的话，听着听着竟了解到了惊人的实情。
考点：「聞くともなく聞く」表示并非故意偷听，而是声音自然传入耳中。"
GT_N1_097_04,N1_097,0,CHOICE,どこへ行[い]く______、ぶらぶらと歩[ある]き出した。,"[""というと"", ""ともなく"", ""というほど"", ""というなら""]",1,"文意：漫无目的地走了出去。
考点：「疑問詞＋ともなく」表示漫无目的地处于某种状态或动作中。"
GT_N1_097_05,N1_097,0,CHOICE,何[なに]を考[かんが]える______、彼は海を眺[なが]めていた。,"[""ともなしに"", ""というより"", ""といわんばかりに"", ""とあっては""]",0,"文意：他漫无目的地眺望着大海，脑子里也不知道在想些什么。
考点：「何＋を＋動詞＋ともなしに」表示无目的、无重点的行为。"
GT_N1_098_01,N1_098,0,CHOICE,大[だい]寺[じ]院[いん]の本格的な修[しゅう]理[り]______、かかる経[けい]費[ひ]も相当なものだろう。,"[""ともなると"", ""とされては"", ""といったところで"", ""というかといって""]",0,"文意：一旦要全面维修大寺院的话，就需要很多的经费吧。
考点：「名＋ともなると」表示一旦达到某种程度或情况，就会产生相应的结果。"
GT_N1_098_02,N1_098,0,CHOICE,休[きゅう]日[じつ]______、朝[あさ]から観[かん]光[こう]客[きゃく]の車[くるま]で道[どう]路[ろ]が渋滞[じゅうたい]する。,"[""ともなれば"", ""といったものの"", ""とありながら"", ""とありては""]",0,"文意：一到假日，从早晨开始观光客的车流就让道路堵塞了。
考点：「名＋ともなれば」表示「到了...情况下，就会...」。"
GT_N1_098_03,N1_098,0,CHOICE,社[しゃ]会[かい]人[じん]______、服[ふく]装[そう]や言[こと]葉[ば]遣[づか]いにも気[き]を配[くば]らなければならない。,"[""ともなると"", ""といったところで"", ""というかという"", ""としてならない""]",0,"文意：一旦成为了社会人，就必须注意服装和措辞。
考点：「名＋ともなると」表示处于某种特殊时期或地位。"
GT_N1_098_04,N1_098,0,CHOICE,子供[こども]が三[さん]歳[さい]______、行動[こうどう]範囲[はんい]も広[ひろ]くなる。,"[""というか"", ""ともなれば"", ""とすればこそ"", ""といわず""]",1,"文意：孩子一旦到了三岁，活动范围就会变大。
考点：「年齢＋ともなれば」用于表示成长或时间节点的转变带来的变化。"
GT_N1_098_05,N1_098,0,CHOICE,ベテラン______、仕事の手[て]際[ぎわ]もさすがに鮮[あざ]やかだ。,"[""ともなると"", ""といったものの"", ""といえばこそ"", ""といわんばかりだ""]",0,"文意：如果是这种老手的话，干起活来确实麻利。
考点：「名＋ともなると」用于表示该程度的人应有的表现。"
GT_N1_099_01,N1_099,0,CHOICE,努[ど]力[りょく]と工[く]夫[ふう]______、やっと満[まん]足[そく]のいくつ作品[さくひん]に仕[し]上[あ]げた。,"[""を重ねて"", ""を伴って"", ""に関して"", ""に対して""]",0,"文意：经过不断的努力和反复钻研，终于完成了令人满意的作品。
考点：「名A＋と＋名B＋を重ねて」表示经过反复的某行为，得到了不易的结果。"
GT_N1_099_02,N1_099,0,CHOICE,修[しゅう]正[せい]______修[しゅう]正[せい]を重ねて、最[さい]終[しゅう]版[ばん]の企[き]画[かく]書[しょ]を提[てい]出[しゅつ]した。,"[""に"", ""を"", ""で"", ""と""]",0,"文意：经过反复修改才交出了企划书的终稿。
考点：「名A＋に＋名A＋を重ねて」表示同一行为的多次重复。"
GT_N1_099_03,N1_099,0,CHOICE,苦[く]労[ろう]______苦[く]労[ろう]を重ねて、ようやく登頂[とうちょう]に成功した。,"[""と"", ""に"", ""で"", ""から""]",1,"文意：历经千辛万苦终于登顶成功。
考点：「苦労に苦労を重ねて」是常用惯用结构，由于历经艰辛而感到成果来之不易。"
GT_N1_099_04,N1_099,0,CHOICE,失[しっ]敗[ぱい]に失[しっ]敗[ぱい]______、彼は新[あたら]しい薬[くすり]の開発に取り組んだ。,"[""を重ねて"", ""を伴って"", ""において"", ""をひかえて""]",0,"文意：经历了一次又一次失败，他依然致力于新药的研发。
考点：「～を重ねて」在此表示反复出现的挫折或尝试。"
GT_N1_099_05,N1_099,0,CHOICE,討[とう]論[ろん]に討[とう]論[ろん]を______、ようやく結論[けつろん]が出た。,"[""重ねて"", ""つくして"", ""ひかえて"", ""かぎって""]",0,"文意：经过反复讨论，终于得出了结论。
考点：「～を重ねて」强调过程的多重性和持久性。"
GT_N1_100_01,N1_100,0,CHOICE,彼の論文は、構[こう]成[せい]にはまだ少し問題がある気[き]がしない______が、内容はよくなった。,"[""でもない"", ""というわけではない"", ""わけではない"", ""ということではない""]",0,"文意：我也觉得他的论文在结构上还有点问题，但内容本身已经好很多了。
考点：「気がしないでもない」双重否定表示某种保留的肯定。"
GT_N1_100_02,N1_100,0,CHOICE,時に、一[ひと]人[り]になりたいと思[おも]うことがない______。,"[""でもない"", ""というわけだ"", ""ということだ"", ""わけだ""]",0,"文意：有时候也不是不想一个人独处。
考点：「～ないでもない」表示消极肯定，不是绝对不，而是有这种可能性或倾向。"
GT_N1_100_03,N1_100,0,CHOICE,家族と一緒に旅行に行きたい気[き]も______ないが、なかなかその時間が取れない。,"[""ないでは"", ""なくては"", ""ないだら"", ""なければ""]",0,"文意：也不是不想和家人一起去旅行，但始终抽不出时间。
考点：「～ないではない」双重否定表示肯定语气，带有无法实现的无奈感。"
GT_N1_100_04,N1_100,0,CHOICE,その仕事、全[ぜん]力[りょく]でやればできない______と思う。,"[""でもない"", ""といえる"", ""というらしい"", ""ばかりのことだ""]",0,"文意：那份工作，你要是拼命做的话，也不是没可能完成。
考点：「动词ない形＋ないでもない」表示「有可能」。"
GT_N1_100_05,N1_100,0,CHOICE,値段[ねだん]が高[たか]くない______が、品[ひん]質[しつ]を考えれば納[なっ]得[とく]できる。,"[""ではない"", ""わけではない"", ""というのではない"", ""といったところだ""]",0,"文意：价格虽然不算不贵（确实贵），但考虑到品质还是可以接受的。
考点：「イ形くないではない」表示某种程度上的肯定。"
GT_N1_101_01,N1_101,0,CHOICE,きのうの演[えん]奏[そう]は、最高の出来とは言えない______、かなり良かったと思う。,"[""までも"", ""ほどに"", ""ものに"", ""だけに""]",0,"文意：昨天的演奏虽然不能说是最好的，但相当不错。
考点：「～ないまでも」表示即使达不到前项的高标准，但至少达到了后项的程度。"
GT_N1_101_02,N1_101,0,CHOICE,プロのコックとは言わない______、彼の料理の腕はなかなかのものだ。,"[""といっても"", ""といわんばかりに"", ""までも"", ""というより""]",2,"文意：虽然不能说是职业厨师，但在做菜方面由于很有两下子。
考点：「言わないまでも」常用于对比理想状态与现实可接受的状态。"
GT_N1_101_03,N1_101,0,CHOICE,週末[しゅうまつ]まで残業[ざんぎょう]しなさいとは言わない______、せめて平日くらいはきちんと出勤[しゅっきん]したほうがいい。,"[""までも"", ""ままに"", ""ものに"", ""ゆえに""]",0,"文意：即使不要求周末加班，但至少平时要好好出勤。
考点：「～ないまでも」引出后项最低限度的要求。"
GT_N1_101_04,N1_101,0,CHOICE,宝[たから]くじで一[いっ]等[とう]は当たらない______、せめて三[さん]等[とう]くらいは当たってほしいものだ。,"[""といわんばかりに"", ""までも"", ""にしては"", ""というほど""]",1,"文意：即使不中一等奖，也希望至少能中个三等奖。
考点：「～ないまでも」用于表达在无法达成最高愿望时的退而求其次。"
GT_N1_101_05,N1_101,0,CHOICE,毎日[まいにち]とは言わない______、週[しゅう]に三[さん]回[かい]はジョギングをするようにしている。,"[""までも"", ""とあって"", ""といっても"", ""とあれば""]",0,"文意：即使做不到每天，但也坚持每周慢跑三次。
考点：「言わないまでも」连接了理想的高频率和实际的较低频率。"
GT_N1_102_01,N1_102,0,CHOICE,「私が悪かった」と素[す]直[なお]に謝[あやま]れば、許[ゆる]してやらない______。,"[""はずがない"", ""ものでもない"", ""わけにいかない"", ""ことはない""]",1,"文意：只要你坦率道歉，我也不是不原谅你。
考点：「～ないものでもない」表示在特定条件下的一种可能性或肯定的倾向（双重否定表示肯定）。"
